,tweet,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
343,rt mnwmnw konon uas bukan urusan kita konon bendera lgbt bukan urusan kita giliran bendera tauhid diurus bulan desember diurus,"['rt', 'mnwmnw', 'konon', 'uas', 'bukan', 'urusan', 'kita', 'konon', 'bendera', 'lgbt', 'bukan', 'urusan', 'kita', 'giliran', 'bendera', 'tauhid', 'diurus', 'bulan', 'desember', 'diurus']","['mnwmnw', 'konon', 'uas', 'urusan', 'konon', 'bendera', 'lgbt', 'urusan', 'giliran', 'bendera', 'tauhid', 'diurus', 'desember', 'diurus']","['mnwmnw', 'konon', 'uas', 'urus', 'konon', 'bendera', 'lgbt', 'urus', 'gilir', 'bendera', 'tauhid', 'urus', 'desember', 'urus']"
344,masih soal lgbt aja matiin mic gimana mo bela nasib muslim se indonesia bisa tutup pintu tuh kantor dpr,"['masih', 'soal', 'lgbt', 'aja', 'matiin', 'mic', 'gimana', 'mo', 'bela', 'nasib', 'muslim', 'se', 'indonesia', 'bisa', 'tutup', 'pintu', 'tuh', 'kantor', 'dpr']","['lgbt', 'matiin', 'mic', 'gimana', 'bela', 'nasib', 'muslim', 'indonesia', 'tutup', 'pintu', 'kantor', 'dpr']","['lgbt', 'matiin', 'mic', 'gimana', 'bela', 'nasib', 'muslim', 'indonesia', 'tutup', 'pintu', 'kantor', 'dpr']"
345,rt silahkan rakyat mencatat partai politisi mana saja yg pro kaum sodom melawan norma agama serta pancasila tenggelamken,"['rt', 'silahkan', 'rakyat', 'mencatat', 'partai', 'politisi', 'mana', 'saja', 'yg', 'pro', 'kaum', 'sodom', 'melawan', 'norma', 'agama', 'serta', 'pancasila', 'tenggelamken']","['silahkan', 'rakyat', 'mencatat', 'partai', 'politisi', 'pro', 'kaum', 'sodom', 'melawan', 'norma', 'agama', 'pancasila', 'tenggelamken']","['silah', 'rakyat', 'catat', 'partai', 'politis', 'pro', 'kaum', 'sodom', 'lawan', 'norma', 'agama', 'pancasila', 'tenggelamken']"
346,rt ingat dosa bukan hanya buat pelaku tapi orang yang membiarkan dan tidak menolak lgbt mendapat dosa yang sama,"['rt', 'ingat', 'dosa', 'bukan', 'hanya', 'buat', 'pelaku', 'tapi', 'orang', 'yang', 'membiarkan', 'dan', 'tidak', 'menolak', 'lgbt', 'mendapat', 'dosa', 'yang', 'sama']","['dosa', 'pelaku', 'orang', 'membiarkan', 'menolak', 'lgbt', 'dosa']","['dosa', 'laku', 'orang', 'biar', 'tolak', 'lgbt', 'dosa']"
347,rt  qatar haramkan lgbt di piala dunia kami tidak akan menukar agama hanya karena turnamen hari,"['rt', 'qatar', 'haramkan', 'lgbt', 'di', 'piala', 'dunia', 'kami', 'tidak', 'akan', 'menukar', 'agama', 'hanya', 'karena', 'turnamen', 'hari']","['qatar', 'haramkan', 'lgbt', 'piala', 'dunia', 'menukar', 'agama', 'turnamen']","['qatar', 'haram', 'lgbt', 'piala', 'dunia', 'tukar', 'agama', 'turnamen']"
348,rt di highlight story instagram saya telah urai perkara lgbt ini dan bukan hanya lgbt juga tentang syiah dan lainlain,"['rt', 'di', 'highlight', 'story', 'instagram', 'saya', 'telah', 'urai', 'perkara', 'lgbt', 'ini', 'dan', 'bukan', 'hanya', 'lgbt', 'juga', 'tentang', 'syiah', 'dan', 'lainlain']","['highlight', 'story', 'instagram', 'urai', 'perkara', 'lgbt', 'lgbt', 'syiah', 'lainlain']","['highlight', 'story', 'instagram', 'urai', 'perkara', 'lgbt', 'lgbt', 'syiah', 'lainlain']"
349,rt marm nabi aja mengutuk lgbt eh lu yg cuma agus nyuruh kita menghormati lgbt pala lo baukagus,"['rt', 'marm', 'nabi', 'aja', 'mengutuk', 'lgbt', 'eh', 'lu', 'yg', 'cuma', 'agus', 'nyuruh', 'kita', 'menghormati', 'lgbt', 'pala', 'lo', 'baukagus']","['marm', 'nabi', 'mengutuk', 'lgbt', 'eh', 'lu', 'agus', 'nyuruh', 'menghormati', 'lgbt', 'pala', 'lo', 'baukagus']","['marm', 'nabi', 'kutuk', 'lgbt', 'eh', 'lu', 'agus', 'nyuruh', 'hormat', 'lgbt', 'pala', 'lo', 'baukagus']"
350,rt mnwmnw konon uas bukan urusan kita konon bendera lgbt bukan urusan kita giliran bendera tauhid diurus bulan desember diurus,"['rt', 'mnwmnw', 'konon', 'uas', 'bukan', 'urusan', 'kita', 'konon', 'bendera', 'lgbt', 'bukan', 'urusan', 'kita', 'giliran', 'bendera', 'tauhid', 'diurus', 'bulan', 'desember', 'diurus']","['mnwmnw', 'konon', 'uas', 'urusan', 'konon', 'bendera', 'lgbt', 'urusan', 'giliran', 'bendera', 'tauhid', 'diurus', 'desember', 'diurus']","['mnwmnw', 'konon', 'uas', 'urus', 'konon', 'bendera', 'lgbt', 'urus', 'gilir', 'bendera', 'tauhid', 'urus', 'desember', 'urus']"
351,rt pejaten kaum cebong homo lgbt di cokro gagal dalam operasi yg diberi namakilurahsudah di sebar ke grup grup wa mereka namun,"['rt', 'pejaten', 'kaum', 'cebong', 'homo', 'lgbt', 'di', 'cokro', 'gagal', 'dalam', 'operasi', 'yg', 'diberi', 'namakilurahsudah', 'di', 'sebar', 'ke', 'grup', 'grup', 'wa', 'mereka', 'namun']","['pejaten', 'kaum', 'cebong', 'homo', 'lgbt', 'cokro', 'gagal', 'operasi', 'namakilurahsudah', 'sebar', 'grup', 'grup', 'wa']","['pejaten', 'kaum', 'cebong', 'homo', 'lgbt', 'cokro', 'gagal', 'operasi', 'namakilurahsudah', 'sebar', 'grup', 'grup', 'wa']"
352,rt pejaten ketua ri mematikan mic saat rapat pembahasan soal lgbtbukan karena apa apa itu namun karena sial nya lagi suami ke,"['rt', 'pejaten', 'ketua', 'ri', 'mematikan', 'mic', 'saat', 'rapat', 'pembahasan', 'soal', 'lgbtbukan', 'karena', 'apa', 'apa', 'itu', 'namun', 'karena', 'sial', 'nya', 'lagi', 'suami', 'ke']","['pejaten', 'ketua', 'ri', 'mematikan', 'mic', 'rapat', 'pembahasan', 'lgbtbukan', 'sial', 'suami']","['pejaten', 'ketua', 'ri', 'mati', 'mic', 'rapat', 'bahas', 'lgbtbukan', 'sial', 'suami']"
353,rt kata siapa lgbt takdir sam brodie tak ada kata terlambat di usia tahun samuel david alexander brodie atau sam,"['rt', 'kata', 'siapa', 'lgbt', 'takdir', 'sam', 'brodie', 'tak', 'ada', 'kata', 'terlambat', 'di', 'usia', 'tahun', 'samuel', 'david', 'alexander', 'brodie', 'atau', 'sam']","['lgbt', 'takdir', 'sam', 'brodie', 'terlambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']","['lgbt', 'takdir', 'sam', 'brodie', 'lambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']"
354,dimana org tuh memperkecil potensi penularan penyakit kalian malah menaikkan,"['dimana', 'org', 'tuh', 'memperkecil', 'potensi', 'penularan', 'penyakit', 'kalian', 'malah', 'menaikkan']","['dimana', 'org', 'memperkecil', 'potensi', 'penularan', 'penyakit', 'menaikkan']","['mana', 'org', 'kecil', 'potensi', 'tular', 'sakit', 'naik']"
355,rt ternyata kedubes inggris hanya kibarkan bendera lgbt di indonesia tidak di malaysia ada apa,"['rt', 'ternyata', 'kedubes', 'inggris', 'hanya', 'kibarkan', 'bendera', 'lgbt', 'di', 'indonesia', 'tidak', 'di', 'malaysia', 'ada', 'apa']","['kedubes', 'inggris', 'kibarkan', 'bendera', 'lgbt', 'indonesia', 'malaysia']","['dubes', 'inggris', 'kibar', 'bendera', 'lgbt', 'indonesia', 'malaysia']"
356,rt kata siapa lgbt takdirsam brodie tak ada kata terlambat di usia tahun samuel david alexander brodie atau sam,"['rt', 'kata', 'siapa', 'lgbt', 'takdirsam', 'brodie', 'tak', 'ada', 'kata', 'terlambat', 'di', 'usia', 'tahun', 'samuel', 'david', 'alexander', 'brodie', 'atau', 'sam']","['lgbt', 'takdirsam', 'brodie', 'terlambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']","['lgbt', 'takdirsam', 'brodie', 'lambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']"
357,lgbt adalah penyakit mental dan bisa disembuhkan republika online mobile,"['lgbt', 'adalah', 'penyakit', 'mental', 'dan', 'bisa', 'disembuhkan', 'republika', 'online', 'mobile']","['lgbt', 'penyakit', 'mental', 'disembuhkan', 'republika', 'online', 'mobile']","['lgbt', 'sakit', 'mental', 'sembuh', 'republika', 'online', 'mobile']"
358,bcd bisa chattan dulu lgbt lagi bt ajg astagfirullah jangan gitu,"['bcd', 'bisa', 'chattan', 'dulu', 'lgbt', 'lagi', 'bt', 'ajg', 'astagfirullah', 'jangan', 'gitu']","['bcd', 'chattan', 'lgbt', 'bt', 'ajg', 'astagfirullah', 'gitu']","['bcd', 'chattan', 'lgbt', 'bt', 'ajg', 'astagfirullah', 'gitu']"
359,rt pejaten kaum bong spesies lgbt ada yang datang kumpul di kuningan tidak hari iniada aming tokoh lgbt yg akan bicara masalah hak,"['rt', 'pejaten', 'kaum', 'bong', 'spesies', 'lgbt', 'ada', 'yang', 'datang', 'kumpul', 'di', 'kuningan', 'tidak', 'hari', 'iniada', 'aming', 'tokoh', 'lgbt', 'yg', 'akan', 'bicara', 'masalah', 'hak']","['pejaten', 'kaum', 'bong', 'spesies', 'lgbt', 'kumpul', 'kuningan', 'iniada', 'aming', 'tokoh', 'lgbt', 'bicara', 'hak']","['pejaten', 'kaum', 'bong', 'spesies', 'lgbt', 'kumpul', 'kuningan', 'iniada', 'aming', 'tokoh', 'lgbt', 'bicara', 'hak']"
360,rt dirs ini pelintirannya luar biasa yang dicuitkan setiap manusia tetapi judul beritanya terus dibenturkan dg,"['rt', 'dirs', 'ini', 'pelintirannya', 'luar', 'biasa', 'yang', 'dicuitkan', 'setiap', 'manusia', 'tetapi', 'judul', 'beritanya', 'terus', 'dibenturkan', 'dg']","['dirs', 'pelintirannya', 'dicuitkan', 'manusia', 'judul', 'beritanya', 'dibenturkan']","['dirs', 'pelintir', 'cuit', 'manusia', 'judul', 'berita', 'bentur']"
361,rt pejaten ini bagaimana kaum bong lgbt dan cokro tvkok malah dilaporkan ke polda metro oleh lurah istanakatanya lurah istana dil,"['rt', 'pejaten', 'ini', 'bagaimana', 'kaum', 'bong', 'lgbt', 'dan', 'cokro', 'tvkok', 'malah', 'dilaporkan', 'ke', 'polda', 'metro', 'oleh', 'lurah', 'istanakatanya', 'lurah', 'istana', 'dil']","['pejaten', 'kaum', 'bong', 'lgbt', 'cokro', 'tvkok', 'dilaporkan', 'polda', 'metro', 'lurah', 'istanakatanya', 'lurah', 'istana', 'dil']","['pejaten', 'kaum', 'bong', 'lgbt', 'cokro', 'tvkok', 'lapor', 'polda', 'metro', 'lurah', 'istanakatanya', 'lurah', 'istana', 'dil']"
362,rt silahkan rakyat mencatat partai politisi mana saja yg pro kaum sodom amp melawan norma agama serta pancasila tenggelamken,"['rt', 'silahkan', 'rakyat', 'mencatat', 'partai', 'politisi', 'mana', 'saja', 'yg', 'pro', 'kaum', 'sodom', 'amp', 'melawan', 'norma', 'agama', 'serta', 'pancasila', 'tenggelamken']","['silahkan', 'rakyat', 'mencatat', 'partai', 'politisi', 'pro', 'kaum', 'sodom', 'melawan', 'norma', 'agama', 'pancasila', 'tenggelamken']","['silah', 'rakyat', 'catat', 'partai', 'politis', 'pro', 'kaum', 'sodom', 'lawan', 'norma', 'agama', 'pancasila', 'tenggelamken']"
363,rt komunitas lgbt akan gelar acara di makassar mui sulsel tegas menolak hidayatullah sleman,"['rt', 'komunitas', 'lgbt', 'akan', 'gelar', 'acara', 'di', 'makassar', 'mui', 'sulsel', 'tegas', 'menolak', 'hidayatullah', 'sleman']","['komunitas', 'lgbt', 'gelar', 'acara', 'makassar', 'mui', 'sulsel', 'menolak', 'hidayatullah', 'sleman']","['komunitas', 'lgbt', 'gelar', 'acara', 'makassar', 'mui', 'sulsel', 'tolak', 'hidayatullah', 'sleman']"
364,rt help like rt untuk memenuhi tugas akhir aku ak nulis dengan judul lgbt di negeri adat di dalam ak jg bahas mengen,"['rt', 'help', 'like', 'rt', 'untuk', 'memenuhi', 'tugas', 'akhir', 'aku', 'ak', 'nulis', 'dengan', 'judul', 'lgbt', 'di', 'negeri', 'adat', 'di', 'dalam', 'ak', 'jg', 'bahas', 'mengen']","['help', 'like', 'memenuhi', 'tugas', 'ak', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'ak', 'jg', 'bahas', 'mengen']","['help', 'like', 'penuh', 'tugas', 'ak', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'ak', 'jg', 'bahas', 'ken']"
365,rt off ukhty ri mengapa dimatikan apa sudah cair cuan dari komunitas lgbt sekedar nanya,"['rt', 'off', 'ukhty', 'ri', 'mengapa', 'dimatikan', 'apa', 'sudah', 'cair', 'cuan', 'dari', 'komunitas', 'lgbt', 'sekedar', 'nanya']","['off', 'ukhty', 'ri', 'dimatikan', 'cair', 'cuan', 'komunitas', 'lgbt', 'sekedar', 'nanya']","['off', 'ukhty', 'ri', 'mati', 'cair', 'cuan', 'komunitas', 'lgbt', 'dar', 'nanya']"
366,rt  qatar haramkan lgbt di piala dunia kami tidak akan menukar agama hanya karena turnamen hari,"['rt', 'qatar', 'haramkan', 'lgbt', 'di', 'piala', 'dunia', 'kami', 'tidak', 'akan', 'menukar', 'agama', 'hanya', 'karena', 'turnamen', 'hari']","['qatar', 'haramkan', 'lgbt', 'piala', 'dunia', 'menukar', 'agama', 'turnamen']","['qatar', 'haram', 'lgbt', 'piala', 'dunia', 'tukar', 'agama', 'turnamen']"
367,perilaku lgbt dalam perspektif hukum indonesiaa thread,"['perilaku', 'lgbt', 'dalam', 'perspektif', 'hukum', 'indonesiaa', 'thread']","['perilaku', 'lgbt', 'perspektif', 'hukum', 'indonesiaa', 'thread']","['perilaku', 'lgbt', 'perspektif', 'hukum', 'indonesiaa', 'thread']"
368,rt pejaten kalian spesies menjijikan lgbt hanya korban halu nya cokro yg mengatakan membongkar lurah istanapantas saja menjadi pem,"['rt', 'pejaten', 'kalian', 'spesies', 'menjijikan', 'lgbt', 'hanya', 'korban', 'halu', 'nya', 'cokro', 'yg', 'mengatakan', 'membongkar', 'lurah', 'istanapantas', 'saja', 'menjadi', 'pem']","['pejaten', 'spesies', 'menjijikan', 'lgbt', 'korban', 'halu', 'cokro', 'membongkar', 'lurah', 'istanapantas', 'pem']","['pejaten', 'spesies', 'jijik', 'lgbt', 'korban', 'halu', 'cokro', 'bongkar', 'lurah', 'istanapantas', 'pem']"
369,sama aja anyingg tapi trending satu lgbt,"['sama', 'aja', 'anyingg', 'tapi', 'trending', 'satu', 'lgbt']","['anyingg', 'trending', 'lgbt']","['anyingg', 'trending', 'lgbt']"
370,rt kalau gak mampu beli ticket pesawat ke afganistan bilang aja ntar saya sewain pesawat berikut hotel dan akomodasi gak us,"['rt', 'kalau', 'gak', 'mampu', 'beli', 'ticket', 'pesawat', 'ke', 'afganistan', 'bilang', 'aja', 'ntar', 'saya', 'sewain', 'pesawat', 'berikut', 'hotel', 'dan', 'akomodasi', 'gak', 'us']","['beli', 'ticket', 'pesawat', 'afganistan', 'ntar', 'sewain', 'pesawat', 'hotel', 'akomodasi', 'us']","['beli', 'ticket', 'pesawat', 'afganistan', 'ntar', 'sewain', 'pesawat', 'hotel', 'akomodasi', 'us']"
371,james martin sj ruang perjumpaan gereja dan komunitas lgbt via net,"['james', 'martin', 'sj', 'ruang', 'perjumpaan', 'gereja', 'dan', 'komunitas', 'lgbt', 'via', 'net']","['james', 'martin', 'sj', 'ruang', 'perjumpaan', 'gereja', 'komunitas', 'lgbt', 'via', 'net']","['james', 'martin', 'sj', 'ruang', 'jumpa', 'gereja', 'komunitas', 'lgbt', 'via', 'net']"
372,rt kaum lgbt itu predator bagi yg normal mrk terus berburu agar sebyk mgkn manusia bisa bareng nyembah iblis msk neraka,"['rt', 'kaum', 'lgbt', 'itu', 'predator', 'bagi', 'yg', 'normal', 'mrk', 'terus', 'berburu', 'agar', 'sebyk', 'mgkn', 'manusia', 'bisa', 'bareng', 'nyembah', 'iblis', 'msk', 'neraka']","['kaum', 'lgbt', 'predator', 'normal', 'mrk', 'berburu', 'sebyk', 'mgkn', 'manusia', 'bareng', 'nyembah', 'iblis', 'msk', 'neraka']","['kaum', 'lgbt', 'predator', 'normal', 'mrk', 'buru', 'sebyk', 'mgkn', 'manusia', 'bareng', 'nyembah', 'iblis', 'msk', 'neraka']"
373,rt dukung pidanakan lgbt,"['rt', 'dukung', 'pidanakan', 'lgbt']","['dukung', 'pidanakan', 'lgbt']","['dukung', 'pidana', 'lgbt']"
374,boti dalam hbgn apa boti emg bs untuk arti bonceng tiga bs jg untuk hal yg itu lgbt tp ak jg ga ngerti sieeee,"['boti', 'dalam', 'hbgn', 'apa', 'boti', 'emg', 'bs', 'untuk', 'arti', 'bonceng', 'tiga', 'bs', 'jg', 'untuk', 'hal', 'yg', 'itu', 'lgbt', 'tp', 'ak', 'jg', 'ga', 'ngerti', 'sieeee']","['boti', 'hbgn', 'boti', 'emg', 'bs', 'arti', 'bonceng', 'bs', 'jg', 'lgbt', 'tp', 'ak', 'jg', 'ngerti', 'sieeee']","['bot', 'hbgn', 'bot', 'emg', 'bs', 'arti', 'bonceng', 'bs', 'jg', 'lgbt', 'tp', 'ak', 'jg', 'ngerti', 'sieeee']"
375,rt dlm islam lgbt adalah perbuatanyg dilaknat allah dan akan menerima azab yg sangat pedih di dunia dan di akhirat agama yg,"['rt', 'dlm', 'islam', 'lgbt', 'adalah', 'perbuatanyg', 'dilaknat', 'allah', 'dan', 'akan', 'menerima', 'azab', 'yg', 'sangat', 'pedih', 'di', 'dunia', 'dan', 'di', 'akhirat', 'agama', 'yg']","['dlm', 'islam', 'lgbt', 'perbuatanyg', 'dilaknat', 'allah', 'menerima', 'azab', 'pedih', 'dunia', 'akhirat', 'agama']","['dlm', 'islam', 'lgbt', 'perbuatanyg', 'laknat', 'allah', 'terima', 'azab', 'pedih', 'dunia', 'akhirat', 'agama']"
376,rt curhat amin ak seusai miknya dimatikan puan kala menyuarakan bahaya lgbt yang setuju pidanakan,"['rt', 'curhat', 'amin', 'ak', 'seusai', 'miknya', 'dimatikan', 'puan', 'kala', 'menyuarakan', 'bahaya', 'lgbt', 'yang', 'setuju', 'pidanakan']","['curhat', 'amin', 'ak', 'miknya', 'dimatikan', 'puan', 'menyuarakan', 'bahaya', 'lgbt', 'setuju', 'pidanakan']","['curhat', 'amin', 'ak', 'mik', 'mati', 'puan', 'suara', 'bahaya', 'lgbt', 'tuju', 'pidana']"
377,rt yunianto percayalah tidak ada pelaku lgbt berakhir dengan bahagiakebahagiaan sesaat semu yg dikejar berujung pada derita,"['rt', 'yunianto', 'percayalah', 'tidak', 'ada', 'pelaku', 'lgbt', 'berakhir', 'dengan', 'bahagiakebahagiaan', 'sesaat', 'semu', 'yg', 'dikejar', 'berujung', 'pada', 'derita']","['yunianto', 'percayalah', 'pelaku', 'lgbt', 'bahagiakebahagiaan', 'semu', 'dikejar', 'berujung', 'derita']","['yunianto', 'percaya', 'laku', 'lgbt', 'bahagiakebahagiaan', 'semu', 'kejar', 'ujung', 'derita']"
378,rt pbnu getol bela lgbt aktivis pantas aja gerah sama kata kafir dan gemar menstigma ulama,"['rt', 'pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'pantas', 'aja', 'gerah', 'sama', 'kata', 'kafir', 'dan', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'stigma', 'ulama']"
379,rt ketua majelis ulama indonesia mui bidang dakwah dan ukhuwah kh muhammad cholil nafis menegaskan pelaku lgbt harus dipidana,"['rt', 'ketua', 'majelis', 'ulama', 'indonesia', 'mui', 'bidang', 'dakwah', 'dan', 'ukhuwah', 'kh', 'muhammad', 'cholil', 'nafis', 'menegaskan', 'pelaku', 'lgbt', 'harus', 'dipidana']","['ketua', 'majelis', 'ulama', 'indonesia', 'mui', 'bidang', 'dakwah', 'ukhuwah', 'kh', 'muhammad', 'cholil', 'nafis', 'pelaku', 'lgbt', 'dipidana']","['ketua', 'majelis', 'ulama', 'indonesia', 'mui', 'bidang', 'dakwah', 'ukhuwah', 'kh', 'muhammad', 'cholil', 'naf', 'laku', 'lgbt', 'pidana']"
380,rt maaf nih abang kan bela lgbt sya tanya apa abang mau anak abang jdi lgbt sebab lgbt itu penyakit bang,"['rt', 'maaf', 'nih', 'abang', 'kan', 'bela', 'lgbt', 'sya', 'tanya', 'apa', 'abang', 'mau', 'anak', 'abang', 'jdi', 'lgbt', 'sebab', 'lgbt', 'itu', 'penyakit', 'bang']","['maaf', 'abang', 'bela', 'lgbt', 'sya', 'abang', 'anak', 'abang', 'jdi', 'lgbt', 'lgbt', 'penyakit', 'bang']","['maaf', 'abang', 'bela', 'lgbt', 'sya', 'abang', 'anak', 'abang', 'jdi', 'lgbt', 'lgbt', 'sakit', 'bang']"
381,orang lgbt bingung banget sekarang menuju pasca podcast corbuzier maki rezim jokowi karena mereka kini,"['orang', 'lgbt', 'bingung', 'banget', 'sekarang', 'menuju', 'pasca', 'podcast', 'corbuzier', 'maki', 'rezim', 'jokowi', 'karena', 'mereka', 'kini']","['orang', 'lgbt', 'bingung', 'banget', 'pasca', 'podcast', 'corbuzier', 'maki', 'rezim', 'jokowi']","['orang', 'lgbt', 'bingung', 'banget', 'pasca', 'podcast', 'corbuzier', 'maki', 'rezim', 'jokowi']"
382,rt opm yg jlas troris kga total lu lawannya malah disbut sodara tag semarang ganjar pranowo monyet pekalongan puan sodom,"['rt', 'opm', 'yg', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawannya', 'malah', 'disbut', 'sodara', 'tag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'pekalongan', 'puan', 'sodom']","['opm', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawannya', 'disbut', 'sodara', 'tag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'pekalongan', 'puan', 'sodom']","['opm', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawan', 'disbut', 'sodara', 'tag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'kalong', 'puan', 'sodom']"
383,kaya gini kok penggiat medsos penebar teror dianggap teroris isi tulisan dg penafsiranya kok kaya,"['kaya', 'gini', 'kok', 'penggiat', 'medsos', 'penebar', 'teror', 'dianggap', 'teroris', 'isi', 'tulisan', 'dg', 'penafsiranya', 'kok', 'kaya']","['kaya', 'penggiat', 'medsos', 'penebar', 'teror', 'dianggap', 'teroris', 'isi', 'tulisan', 'penafsiranya', 'kaya']","['kaya', 'giat', 'medsos', 'tebar', 'teror', 'anggap', 'teroris', 'isi', 'tulis', 'penafsiranya', 'kaya']"
384,krn sdh tidak ada argunemtasi lg utk membenarkan lgbt apalagi dg argumentasi agama maka dg logika ngaw,"['krn', 'sdh', 'tidak', 'ada', 'argunemtasi', 'lg', 'utk', 'membenarkan', 'lgbt', 'apalagi', 'dg', 'argumentasi', 'agama', 'maka', 'dg', 'logika', 'ngaw']","['argunemtasi', 'membenarkan', 'lgbt', 'argumentasi', 'agama', 'logika', 'ngaw']","['argunemtasi', 'benar', 'lgbt', 'argumentasi', 'agama', 'logika', 'ngaw']"
385,rt heryanto tulisan tahun lalu jika ditulis sekarang entah apa ada media besar yang mau memuatnya waktu itu lgbt juga tidak,"['rt', 'heryanto', 'tulisan', 'tahun', 'lalu', 'jika', 'ditulis', 'sekarang', 'entah', 'apa', 'ada', 'media', 'besar', 'yang', 'mau', 'memuatnya', 'waktu', 'itu', 'lgbt', 'juga', 'tidak']","['heryanto', 'tulisan', 'ditulis', 'media', 'memuatnya', 'lgbt']","['heryanto', 'tulis', 'tulis', 'media', 'muat', 'lgbt']"
386,rt id budayawan muhammadiyah umat islam wajib lawan lgbt,"['rt', 'id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt']","['id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt']","['id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt']"
387,rt kaum anus di haramkan ke qatarlgbt kaum laknat emang tak pantas sih di kasih tempat di dunia inilgbt kaum terhina,"['rt', 'kaum', 'anus', 'di', 'haramkan', 'ke', 'qatarlgbt', 'kaum', 'laknat', 'emang', 'tak', 'pantas', 'sih', 'di', 'kasih', 'tempat', 'di', 'dunia', 'inilgbt', 'kaum', 'terhina']","['kaum', 'anus', 'haramkan', 'qatarlgbt', 'kaum', 'laknat', 'emang', 'kasih', 'dunia', 'inilgbt', 'kaum', 'terhina']","['kaum', 'anus', 'haram', 'qatarlgbt', 'kaum', 'laknat', 'emang', 'kasih', 'dunia', 'inilgbt', 'kaum', 'hina']"
388,rt ngotot bener bela lgbt elu pikir elu bisa nongol ke dunia ini dr ortu yg lgbt ya,"['rt', 'ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'bisa', 'nongol', 'ke', 'dunia', 'ini', 'dr', 'ortu', 'yg', 'lgbt', 'ya']","['ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'nongol', 'dunia', 'dr', 'ortu', 'lgbt']","['ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'nongol', 'dunia', 'dr', 'ortu', 'lgbt']"
389,apakah anda bgn dr lgbtapaanda senang klau klg anda penikmat lobang taiapakah anda bangga dukung penikma,"['apakah', 'anda', 'bgn', 'dr', 'lgbtapaanda', 'senang', 'klau', 'klg', 'anda', 'penikmat', 'lobang', 'taiapakah', 'anda', 'bangga', 'dukung', 'penikma']","['bgn', 'dr', 'lgbtapaanda', 'senang', 'klau', 'klg', 'penikmat', 'lobang', 'taiapakah', 'bangga', 'dukung', 'penikma']","['bgn', 'dr', 'lgbtapaanda', 'senang', 'klau', 'klg', 'nikmat', 'lobang', 'taiapakah', 'bangga', 'dukung', 'penikma']"
390,rt kader muhammadiyah sindir ketum pbnu bendera lgbt bukan urusan kita giliran bendera tauhid diurus,"['rt', 'kader', 'muhammadiyah', 'sindir', 'ketum', 'pbnu', 'bendera', 'lgbt', 'bukan', 'urusan', 'kita', 'giliran', 'bendera', 'tauhid', 'diurus']","['kader', 'muhammadiyah', 'sindir', 'ketum', 'pbnu', 'bendera', 'lgbt', 'urusan', 'giliran', 'bendera', 'tauhid', 'diurus']","['kader', 'muhammadiyah', 'sindir', 'tum', 'pbnu', 'bendera', 'lgbt', 'urus', 'gilir', 'bendera', 'tauhid', 'urus']"
391,rt puan matikan mic saat fraksi pks bahas lgbt tifatul sembiring sarkas mungkin hemat listrik,"['rt', 'puan', 'matikan', 'mic', 'saat', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'mungkin', 'hemat', 'listrik']","['puan', 'matikan', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat', 'listrik']","['puan', 'mati', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat', 'listrik']"
